Voter ID,County,Constituency,Ward,Region,Age,Gender,Registered Party,Voting Turnout,Year,Presidential Vote,MP Vote,MCA Vote
VOTER08105,Narok,Constituency 9,Ward 4,Rift Valley,57,Female,UDA,Yes,2017,UDA,ODM,Jubilee
VOTER08106,Narok,Constituency 2,Ward 2,Rift Valley,30,Female,UDA,No,2022,UDA,UDA,Wiper
VOTER08107,Migori,Constituency 4,Ward 4,Nyanza,27,Male,ODM,Yes,2022,ODM,Kanu,Jubilee
VOTER08108,Mandera,Constituency 7,Ward 4,North Eastern,78,Female,UDA,No,2013,Jubilee,Independent,Kanu
VOTER08109,Kwale,Constituency 3,Ward 1,Coast,75,Female,ODM,Yes,2013,ODM,Kanu,Jubilee
VOTER08110,Makueni,Constituency 9,Ward 3,Eastern,90,Male,UDA,Yes,2017,Wiper,ODM,UDA
VOTER08111,Uasin Gishu,Constituency 1,Ward 2,Rift Valley,72,Female,UDA,No,2017,UDA,Kanu,UDA
VOTER08112,Siaya,Constituency 4,Ward 2,Nyanza,80,Female,ODM,Yes,2022,ODM,Wiper,Independent
VOTER08113,Mombasa,Constituency 6,Ward 5,Coast,42,Female,ODM,Yes,2017,ODM,Wiper,Kanu
VOTER08114,Bungoma,Constituency 4,Ward 2,Western,64,Female,Ford Kenya,Yes,2017,ODM,Wiper,Independent
VOTER08115,Homa Bay,Constituency 5,Ward 1,Nyanza,50,Male,ODM,Yes,2022,ODM,Kanu,Kanu
VOTER08116,Uasin Gishu,Constituency 10,Ward 4,Rift Valley,82,Female,UDA,No,2013,UDA,UDA,ODM
VOTER08117,Wajir,Constituency 10,Ward 4,North Eastern,54,Female,UDA,Yes,2022,ODM,Wiper,Independent
VOTER08118,Homa Bay,Constituency 9,Ward 3,Nyanza,37,Male,ODM,Yes,2022,ODM,Independent,Kanu
VOTER08119,Busia,Constituency 10,Ward 1,Western,25,Male,ODM,No,2022,Ford Kenya,UDA,UDA
VOTER08120,Kisumu,Constituency 10,Ward 2,Nyanza,50,Female,ODM,Yes,2017,ODM,ODM,UDA
VOTER08121,Kisii,Constituency 8,Ward 2,Nyanza,61,Male,ODM,Yes,2017,ODM,UDA,ODM
VOTER08122,Lamu,Constituency 3,Ward 1,Coast,47,Male,ODM,Yes,2022,ODM,UDA,Wiper
VOTER08123,Nairobi,Constituency 1,Ward 3,Nairobi,29,Female,UDA,Yes,2017,UDA,ODM,UDA
VOTER08124,Lamu,Constituency 10,Ward 3,Coast,90,Male,ODM,No,2022,ODM,ODM,Independent
VOTER08125,Murang'a,Constituency 5,Ward 2,Central,39,Female,UDA,No,2022,UDA,Kanu,Independent
VOTER08126,Migori,Constituency 4,Ward 2,Nyanza,65,Female,ODM,Yes,2017,ODM,Kanu,Jubilee
VOTER08127,Nairobi,Constituency 5,Ward 3,Nairobi,64,Female,ODM,Yes,2022,ODM,Wiper,Jubilee
VOTER08128,Nairobi,Constituency 4,Ward 1,Nairobi,61,Female,UDA,Yes,2017,UDA,Wiper,Jubilee
VOTER08129,Kwale,Constituency 8,Ward 2,Coast,43,Male,ODM,No,2022,ODM,ODM,ODM
VOTER08130,Nyandarua,Constituency 7,Ward 1,Central,29,Male,UDA,No,2013,UDA,Wiper,Independent
VOTER08131,Kirinyaga,Constituency 4,Ward 4,Central,71,Female,UDA,No,2013,UDA,Kanu,Jubilee
VOTER08132,Kwale,Constituency 8,Ward 2,Coast,50,Male,UDA,Yes,2022,ODM,Wiper,Kanu
VOTER08133,Siaya,Constituency 7,Ward 5,Nyanza,87,Male,ODM,Yes,2017,ODM,UDA,Independent
VOTER08134,Kitui,Constituency 3,Ward 1,Eastern,80,Female,UDA,Yes,2013,Wiper,Wiper,Wiper
VOTER08135,Mandera,Constituency 5,Ward 2,North Eastern,64,Male,ODM,Yes,2013,UDA,Kanu,Kanu
VOTER08136,Mandera,Constituency 8,Ward 1,North Eastern,26,Female,UDA,Yes,2017,Jubilee,Jubilee,ODM
VOTER08137,Kericho,Constituency 3,Ward 4,Rift Valley,79,Male,UDA,Yes,2017,UDA,Kanu,Kanu
VOTER08138,Busia,Constituency 2,Ward 3,Western,54,Male,UDA,Yes,2013,UDA,Wiper,ODM
VOTER08139,Nairobi,Constituency 6,Ward 2,Nairobi,70,Female,ODM,No,2017,UDA,Kanu,Jubilee
VOTER08140,Machakos,Constituency 5,Ward 3,Eastern,58,Female,UDA,No,2017,UDA,Wiper,Jubilee
VOTER08141,Busia,Constituency 9,Ward 2,Western,85,Male,Ford Kenya,Yes,2013,ODM,Jubilee,Independent
VOTER08142,Kitui,Constituency 7,Ward 2,Eastern,63,Female,Wiper,No,2017,Wiper,Jubilee,Jubilee
VOTER08143,Nairobi,Constituency 7,Ward 3,Nairobi,53,Male,UDA,No,2017,ODM,Kanu,UDA
VOTER08144,Mandera,Constituency 7,Ward 5,North Eastern,88,Male,ODM,Yes,2022,ODM,Jubilee,Kanu
VOTER08145,Kericho,Constituency 10,Ward 4,Rift Valley,33,Female,UDA,Yes,2017,UDA,Wiper,Independent
VOTER08146,Kisii,Constituency 10,Ward 3,Nyanza,89,Male,ODM,No,2017,ODM,Independent,ODM
VOTER08147,Kakamega,Constituency 9,Ward 4,Western,36,Female,ODM,Yes,2017,ODM,Kanu,UDA
VOTER08148,Taita Taveta,Constituency 7,Ward 4,Coast,66,Female,ODM,Yes,2013,ODM,UDA,ODM
VOTER08149,Taita Taveta,Constituency 2,Ward 5,Coast,48,Male,ODM,No,2013,UDA,Jubilee,Jubilee
VOTER08150,Nyeri,Constituency 7,Ward 2,Central,54,Female,UDA,Yes,2017,UDA,UDA,Kanu
VOTER08151,Murang'a,Constituency 8,Ward 2,Central,34,Female,UDA,Yes,2017,UDA,ODM,Jubilee
VOTER08152,Mombasa,Constituency 6,Ward 4,Coast,71,Male,ODM,Yes,2017,ODM,ODM,UDA
VOTER08153,Kiambu,Constituency 8,Ward 5,Central,40,Female,UDA,Yes,2017,UDA,Jubilee,Jubilee
VOTER08154,Bungoma,Constituency 5,Ward 2,Western,36,Female,Ford Kenya,Yes,2013,ODM,Wiper,Jubilee
VOTER08155,Mandera,Constituency 1,Ward 1,North Eastern,29,Male,UDA,No,2022,UDA,Wiper,Kanu
VOTER08156,Nairobi,Constituency 6,Ward 1,Nairobi,65,Female,ODM,Yes,2022,ODM,Kanu,Independent
VOTER08157,Nakuru,Constituency 1,Ward 2,Rift Valley,77,Male,UDA,No,2017,UDA,Kanu,UDA
VOTER08158,Bomet,Constituency 2,Ward 4,Rift Valley,83,Female,UDA,No,2013,UDA,Wiper,Jubilee
VOTER08159,Garissa,Constituency 2,Ward 2,North Eastern,40,Female,UDA,Yes,2013,UDA,Independent,ODM
VOTER08160,Meru,Constituency 8,Ward 4,Eastern,32,Male,Wiper,Yes,2013,UDA,Wiper,Kanu
VOTER08161,Kisii,Constituency 8,Ward 5,Nyanza,25,Female,ODM,Yes,2013,ODM,Kanu,Jubilee
VOTER08162,Garissa,Constituency 1,Ward 3,North Eastern,35,Male,UDA,Yes,2022,UDA,Wiper,ODM
VOTER08163,Siaya,Constituency 8,Ward 4,Nyanza,89,Female,ODM,Yes,2022,ODM,UDA,ODM
VOTER08164,Nairobi,Constituency 10,Ward 5,Nairobi,67,Male,UDA,Yes,2022,ODM,Kanu,Jubilee
VOTER08165,Garissa,Constituency 5,Ward 1,North Eastern,31,Female,UDA,Yes,2013,UDA,Wiper,Jubilee
VOTER08166,Nyamira,Constituency 2,Ward 5,Nyanza,73,Male,ODM,Yes,2017,ODM,Independent,UDA
VOTER08167,Nyandarua,Constituency 9,Ward 4,Central,58,Female,UDA,Yes,2013,UDA,Wiper,ODM
VOTER08168,Nakuru,Constituency 5,Ward 1,Rift Valley,59,Female,UDA,No,2022,UDA,Independent,Kanu
VOTER08169,Siaya,Constituency 9,Ward 2,Nyanza,52,Male,ODM,No,2017,ODM,UDA,Wiper
VOTER08170,Kiambu,Constituency 2,Ward 3,Central,23,Male,UDA,Yes,2017,UDA,Independent,Jubilee
VOTER08171,Garissa,Constituency 1,Ward 1,North Eastern,78,Female,ODM,Yes,2017,UDA,ODM,Jubilee
VOTER08172,Taita Taveta,Constituency 2,Ward 1,Coast,57,Female,UDA,Yes,2013,ODM,Jubilee,Independent
VOTER08173,Bungoma,Constituency 10,Ward 2,Western,53,Male,ODM,No,2013,Ford Kenya,Jubilee,Kanu
VOTER08174,Kitui,Constituency 7,Ward 5,Eastern,54,Male,Wiper,Yes,2022,UDA,ODM,ODM
VOTER08175,Migori,Constituency 9,Ward 4,Nyanza,55,Male,ODM,Yes,2013,ODM,ODM,Independent
VOTER08176,Migori,Constituency 10,Ward 5,Nyanza,60,Female,ODM,Yes,2013,ODM,Jubilee,Independent
VOTER08177,Kiambu,Constituency 9,Ward 3,Central,24,Male,UDA,Yes,2022,UDA,Wiper,Kanu
VOTER08178,Nairobi,Constituency 2,Ward 5,Nairobi,27,Male,ODM,No,2013,UDA,UDA,Wiper
VOTER08179,Kisii,Constituency 3,Ward 1,Nyanza,62,Female,ODM,Yes,2022,ODM,UDA,Kanu
VOTER08180,Nyandarua,Constituency 4,Ward 5,Central,76,Male,UDA,Yes,2022,UDA,Kanu,Wiper
VOTER08181,Kirinyaga,Constituency 10,Ward 2,Central,40,Male,UDA,No,2013,UDA,Jubilee,Wiper
VOTER08182,Baringo,Constituency 3,Ward 1,Rift Valley,90,Female,UDA,Yes,2022,UDA,ODM,Jubilee
VOTER08183,Nairobi,Constituency 1,Ward 4,Nairobi,86,Male,ODM,No,2017,ODM,Jubilee,Jubilee
VOTER08184,Garissa,Constituency 6,Ward 1,North Eastern,34,Male,UDA,No,2013,ODM,Jubilee,Independent
VOTER08185,Kakamega,Constituency 10,Ward 5,Western,19,Female,ODM,Yes,2013,ODM,Independent,Kanu
VOTER08186,Nairobi,Constituency 2,Ward 4,Nairobi,45,Female,UDA,Yes,2017,UDA,Wiper,UDA
VOTER08187,Nyamira,Constituency 5,Ward 1,Nyanza,43,Female,ODM,Yes,2013,ODM,ODM,Wiper
VOTER08188,Siaya,Constituency 1,Ward 5,Nyanza,31,Female,ODM,Yes,2017,ODM,Independent,Jubilee
VOTER08189,Murang'a,Constituency 7,Ward 2,Central,59,Female,UDA,No,2022,UDA,Wiper,Kanu
VOTER08190,Busia,Constituency 3,Ward 5,Western,30,Male,Ford Kenya,Yes,2013,ODM,UDA,Wiper
VOTER08191,Meru,Constituency 1,Ward 5,Eastern,42,Male,Wiper,Yes,2013,Wiper,Jubilee,UDA
VOTER08192,Taita Taveta,Constituency 5,Ward 1,Coast,24,Male,ODM,Yes,2017,ODM,UDA,ODM
VOTER08193,Kericho,Constituency 1,Ward 4,Rift Valley,21,Male,UDA,Yes,2013,UDA,ODM,Jubilee
VOTER08194,Nairobi,Constituency 4,Ward 4,Nairobi,57,Female,ODM,No,2017,UDA,Kanu,ODM
VOTER08195,Garissa,Constituency 5,Ward 4,North Eastern,23,Female,Jubilee,Yes,2013,UDA,Jubilee,Kanu
VOTER08196,Mandera,Constituency 9,Ward 5,North Eastern,72,Female,Jubilee,Yes,2013,ODM,UDA,Wiper
VOTER08197,Garissa,Constituency 9,Ward 2,North Eastern,47,Female,ODM,No,2013,Jubilee,ODM,ODM
VOTER08198,Narok,Constituency 10,Ward 5,Rift Valley,71,Male,UDA,Yes,2022,UDA,Wiper,Independent
VOTER08199,Mandera,Constituency 1,Ward 2,North Eastern,89,Female,Jubilee,No,2017,ODM,Kanu,Independent
VOTER08200,Kisii,Constituency 3,Ward 2,Nyanza,31,Male,ODM,No,2013,ODM,Kanu,Wiper
VOTER08201,Nakuru,Constituency 4,Ward 1,Rift Valley,73,Female,UDA,Yes,2022,UDA,ODM,ODM
VOTER08202,Kakamega,Constituency 8,Ward 3,Western,66,Female,ODM,Yes,2017,ODM,Independent,Kanu
VOTER08203,Nairobi,Constituency 2,Ward 3,Nairobi,47,Female,ODM,No,2013,UDA,Wiper,ODM
VOTER08204,Nairobi,Constituency 6,Ward 2,Nairobi,50,Female,UDA,Yes,2017,UDA,ODM,Independent
VOTER08205,Tana River,Constituency 2,Ward 3,Coast,45,Female,ODM,No,2022,ODM,Wiper,Wiper
VOTER08206,Baringo,Constituency 2,Ward 3,Rift Valley,42,Female,UDA,Yes,2022,UDA,ODM,Independent
VOTER08207,Murang'a,Constituency 4,Ward 3,Central,26,Female,UDA,Yes,2013,UDA,Wiper,ODM
VOTER08208,Nyandarua,Constituency 8,Ward 1,Central,61,Male,UDA,No,2013,UDA,ODM,Wiper
VOTER08209,Busia,Constituency 3,Ward 4,Western,48,Female,ODM,No,2017,ODM,UDA,UDA
VOTER08210,Tana River,Constituency 4,Ward 2,Coast,51,Male,ODM,Yes,2022,UDA,Jubilee,Wiper
VOTER08211,Bomet,Constituency 10,Ward 4,Rift Valley,70,Male,UDA,Yes,2017,UDA,ODM,Jubilee
VOTER08212,Kirinyaga,Constituency 7,Ward 1,Central,69,Male,UDA,Yes,2017,UDA,ODM,Wiper
VOTER08213,Bomet,Constituency 8,Ward 1,Rift Valley,28,Female,UDA,Yes,2017,UDA,Independent,UDA
VOTER08214,Tharaka Nithi,Constituency 1,Ward 4,Eastern,73,Male,Wiper,Yes,2013,Wiper,Kanu,Kanu
VOTER08215,Wajir,Constituency 7,Ward 4,North Eastern,84,Male,UDA,Yes,2017,UDA,ODM,Jubilee
VOTER08216,Isiolo,Constituency 2,Ward 1,Eastern,35,Female,Wiper,No,2013,Wiper,UDA,Wiper
VOTER08217,Vihiga,Constituency 3,Ward 5,Western,47,Male,ODM,Yes,2013,ODM,Kanu,UDA
VOTER08218,Tharaka Nithi,Constituency 6,Ward 3,Eastern,72,Male,UDA,No,2017,UDA,Independent,UDA
VOTER08219,Nairobi,Constituency 9,Ward 5,Nairobi,34,Male,ODM,Yes,2013,ODM,Kanu,Independent
VOTER08220,Nyamira,Constituency 8,Ward 2,Nyanza,72,Male,ODM,No,2022,ODM,Jubilee,Wiper
VOTER08221,Mandera,Constituency 6,Ward 4,North Eastern,67,Female,UDA,Yes,2017,Jubilee,Kanu,ODM
VOTER08222,Siaya,Constituency 6,Ward 1,Nyanza,56,Female,ODM,No,2017,ODM,Independent,Wiper
VOTER08223,Garissa,Constituency 2,Ward 4,North Eastern,36,Female,UDA,No,2022,UDA,Jubilee,Kanu
VOTER08224,Nairobi,Constituency 5,Ward 3,Nairobi,32,Female,ODM,Yes,2022,UDA,Jubilee,Wiper
VOTER08225,Taita Taveta,Constituency 5,Ward 5,Coast,90,Female,ODM,Yes,2013,ODM,ODM,Jubilee
VOTER08226,Nairobi,Constituency 1,Ward 5,Nairobi,26,Female,UDA,Yes,2022,ODM,Jubilee,ODM
VOTER08227,Homa Bay,Constituency 1,Ward 4,Nyanza,53,Female,ODM,No,2017,ODM,Jubilee,ODM
VOTER08228,Nairobi,Constituency 2,Ward 1,Nairobi,77,Female,ODM,Yes,2022,ODM,Jubilee,Wiper
VOTER08229,Taita Taveta,Constituency 6,Ward 5,Coast,76,Male,UDA,Yes,2022,ODM,Wiper,Jubilee
VOTER08230,Kitui,Constituency 10,Ward 2,Eastern,35,Female,Wiper,No,2013,UDA,Kanu,Wiper
VOTER08231,Nairobi,Constituency 8,Ward 1,Nairobi,27,Female,UDA,Yes,2022,ODM,Kanu,Independent
VOTER08232,Bungoma,Constituency 10,Ward 5,Western,24,Female,ODM,Yes,2017,ODM,Kanu,Jubilee
VOTER08233,Mombasa,Constituency 4,Ward 3,Coast,72,Female,ODM,Yes,2022,UDA,UDA,Independent
VOTER08234,Nyeri,Constituency 10,Ward 3,Central,45,Female,UDA,No,2017,UDA,Wiper,Wiper
VOTER08235,Tana River,Constituency 3,Ward 5,Coast,41,Female,UDA,Yes,2022,ODM,Independent,ODM
VOTER08236,Nairobi,Constituency 2,Ward 3,Nairobi,34,Female,ODM,Yes,2013,ODM,Kanu,Wiper
VOTER08237,Nyandarua,Constituency 9,Ward 5,Central,81,Female,UDA,No,2017,UDA,Wiper,Kanu
VOTER08238,Garissa,Constituency 6,Ward 5,North Eastern,52,Female,Jubilee,No,2017,UDA,Independent,Jubilee
VOTER08239,Kilifi,Constituency 8,Ward 3,Coast,72,Male,UDA,No,2013,ODM,Wiper,ODM
VOTER08240,Bungoma,Constituency 6,Ward 3,Western,37,Male,Ford Kenya,No,2013,UDA,Kanu,Wiper
VOTER08241,Meru,Constituency 8,Ward 1,Eastern,59,Female,UDA,No,2022,UDA,Wiper,Independent
VOTER08242,Vihiga,Constituency 6,Ward 4,Western,76,Female,Ford Kenya,Yes,2022,ODM,UDA,UDA
VOTER08243,Siaya,Constituency 4,Ward 1,Nyanza,48,Female,ODM,No,2013,ODM,Jubilee,UDA
VOTER08244,Migori,Constituency 6,Ward 5,Nyanza,61,Female,ODM,Yes,2022,ODM,Jubilee,ODM
VOTER08245,Kilifi,Constituency 1,Ward 2,Coast,28,Male,ODM,No,2022,ODM,ODM,Wiper
VOTER08246,Wajir,Constituency 10,Ward 3,North Eastern,50,Female,Jubilee,Yes,2022,ODM,Independent,UDA
VOTER08247,Kakamega,Constituency 4,Ward 1,Western,89,Male,Ford Kenya,Yes,2017,UDA,Independent,ODM
VOTER08248,Narok,Constituency 2,Ward 4,Rift Valley,79,Female,UDA,No,2013,UDA,Kanu,Wiper
VOTER08249,Tharaka Nithi,Constituency 5,Ward 4,Eastern,49,Male,Wiper,Yes,2013,UDA,Kanu,UDA
VOTER08250,Mandera,Constituency 10,Ward 3,North Eastern,40,Female,UDA,No,2022,UDA,ODM,UDA
VOTER08251,Kirinyaga,Constituency 6,Ward 1,Central,39,Female,UDA,Yes,2022,UDA,UDA,Independent
VOTER08252,Isiolo,Constituency 8,Ward 1,Eastern,67,Male,Wiper,No,2013,Wiper,Independent,UDA
VOTER08253,Uasin Gishu,Constituency 8,Ward 2,Rift Valley,62,Female,UDA,No,2013,UDA,Kanu,Jubilee
VOTER08254,Kakamega,Constituency 3,Ward 4,Western,26,Male,Ford Kenya,Yes,2017,UDA,Independent,Kanu
VOTER08255,Kilifi,Constituency 10,Ward 5,Coast,75,Female,ODM,Yes,2022,ODM,Jubilee,Wiper
VOTER08256,Mandera,Constituency 8,Ward 5,North Eastern,20,Female,UDA,Yes,2022,UDA,Independent,Kanu
VOTER08257,Meru,Constituency 3,Ward 2,Eastern,43,Female,UDA,Yes,2017,Wiper,Kanu,UDA
VOTER08258,Wajir,Constituency 2,Ward 1,North Eastern,38,Male,UDA,Yes,2013,UDA,UDA,Kanu
VOTER08259,Nairobi,Constituency 5,Ward 4,Nairobi,27,Female,ODM,Yes,2022,UDA,Jubilee,Kanu
VOTER08260,Mandera,Constituency 7,Ward 2,North Eastern,89,Male,UDA,Yes,2017,UDA,Wiper,Kanu
VOTER08261,Busia,Constituency 2,Ward 2,Western,28,Male,UDA,Yes,2017,ODM,ODM,Kanu
VOTER08262,Bomet,Constituency 10,Ward 1,Rift Valley,53,Male,UDA,Yes,2017,UDA,Independent,ODM
VOTER08263,Baringo,Constituency 6,Ward 1,Rift Valley,67,Male,UDA,No,2022,UDA,Independent,Jubilee
VOTER08264,Kakamega,Constituency 3,Ward 5,Western,61,Male,UDA,Yes,2013,Ford Kenya,Kanu,Kanu
VOTER08265,Baringo,Constituency 8,Ward 5,Rift Valley,30,Male,UDA,Yes,2022,UDA,Independent,Kanu
VOTER08266,Garissa,Constituency 5,Ward 5,North Eastern,44,Female,Jubilee,Yes,2013,ODM,Wiper,Wiper
VOTER08267,Nairobi,Constituency 7,Ward 4,Nairobi,32,Male,ODM,Yes,2013,UDA,ODM,Independent
VOTER08268,Mandera,Constituency 7,Ward 5,North Eastern,86,Female,ODM,Yes,2022,UDA,Jubilee,ODM
VOTER08269,Garissa,Constituency 5,Ward 2,North Eastern,73,Female,UDA,Yes,2017,UDA,Wiper,ODM
VOTER08270,Garissa,Constituency 1,Ward 5,North Eastern,90,Female,UDA,Yes,2013,UDA,UDA,ODM
VOTER08271,Embu,Constituency 6,Ward 2,Central,55,Female,UDA,Yes,2013,UDA,ODM,Jubilee
VOTER08272,Mombasa,Constituency 8,Ward 4,Coast,34,Male,ODM,Yes,2022,ODM,Jubilee,Independent
VOTER08273,Mandera,Constituency 5,Ward 5,North Eastern,47,Female,UDA,Yes,2017,UDA,Independent,ODM
VOTER08274,Taita Taveta,Constituency 5,Ward 4,Coast,39,Female,UDA,Yes,2022,UDA,UDA,ODM
VOTER08275,Nairobi,Constituency 2,Ward 1,Nairobi,29,Male,ODM,Yes,2013,UDA,UDA,UDA
VOTER08276,Kisii,Constituency 8,Ward 5,Nyanza,77,Female,ODM,Yes,2017,ODM,Wiper,Independent
VOTER08277,Isiolo,Constituency 10,Ward 4,Eastern,66,Male,UDA,Yes,2022,Wiper,Wiper,Wiper
VOTER08278,Makueni,Constituency 8,Ward 5,Eastern,87,Male,Wiper,No,2013,Wiper,Wiper,UDA
VOTER08279,Nyamira,Constituency 4,Ward 4,Nyanza,86,Female,ODM,Yes,2022,ODM,ODM,ODM
VOTER08280,Taita Taveta,Constituency 7,Ward 3,Coast,63,Female,UDA,Yes,2022,ODM,Kanu,Jubilee
VOTER08281,Nairobi,Constituency 7,Ward 4,Nairobi,30,Female,ODM,Yes,2022,ODM,UDA,Kanu
VOTER08282,Nyamira,Constituency 10,Ward 4,Nyanza,82,Male,ODM,Yes,2022,ODM,Independent,Jubilee
VOTER08283,Embu,Constituency 5,Ward 4,Central,37,Male,UDA,No,2017,UDA,Independent,Jubilee
VOTER08284,Makueni,Constituency 3,Ward 3,Eastern,36,Female,UDA,Yes,2022,Wiper,Kanu,ODM
VOTER08285,Nakuru,Constituency 5,Ward 1,Rift Valley,36,Male,UDA,Yes,2022,UDA,UDA,Independent
VOTER08286,Nairobi,Constituency 10,Ward 5,Nairobi,77,Male,UDA,Yes,2013,ODM,Independent,Jubilee
VOTER08287,Isiolo,Constituency 9,Ward 1,Eastern,67,Male,UDA,Yes,2022,Wiper,Jubilee,Kanu
VOTER08288,Nairobi,Constituency 6,Ward 4,Nairobi,18,Male,ODM,Yes,2022,UDA,Jubilee,ODM
VOTER08289,Wajir,Constituency 6,Ward 4,North Eastern,45,Female,UDA,Yes,2017,ODM,Jubilee,Independent
VOTER08290,Nyeri,Constituency 9,Ward 1,Central,20,Male,UDA,Yes,2022,UDA,UDA,UDA
VOTER08291,Nyamira,Constituency 2,Ward 1,Nyanza,74,Female,ODM,No,2022,ODM,Wiper,Wiper
VOTER08292,Murang'a,Constituency 1,Ward 3,Central,30,Male,UDA,No,2022,UDA,ODM,ODM
VOTER08293,Kisumu,Constituency 3,Ward 3,Nyanza,35,Female,ODM,Yes,2017,ODM,UDA,ODM
VOTER08294,Nakuru,Constituency 6,Ward 2,Rift Valley,88,Male,UDA,Yes,2013,UDA,ODM,Kanu
VOTER08295,Busia,Constituency 8,Ward 5,Western,71,Female,ODM,Yes,2022,ODM,ODM,Jubilee
VOTER08296,Machakos,Constituency 1,Ward 1,Eastern,18,Male,UDA,No,2017,Wiper,ODM,Independent
VOTER08297,Nairobi,Constituency 6,Ward 1,Nairobi,76,Female,UDA,No,2017,ODM,ODM,Independent
VOTER08298,Kilifi,Constituency 8,Ward 1,Coast,32,Male,ODM,Yes,2017,ODM,Independent,UDA
VOTER08299,Isiolo,Constituency 6,Ward 1,Eastern,62,Male,UDA,Yes,2017,UDA,Independent,Wiper
VOTER08300,Nairobi,Constituency 2,Ward 2,Nairobi,72,Female,UDA,Yes,2017,ODM,Jubilee,Jubilee
VOTER08301,Wajir,Constituency 8,Ward 1,North Eastern,37,Male,UDA,No,2017,UDA,UDA,Independent
VOTER08302,Taita Taveta,Constituency 3,Ward 3,Coast,87,Male,ODM,Yes,2017,ODM,ODM,Wiper
VOTER08303,Kiambu,Constituency 6,Ward 2,Central,67,Female,UDA,Yes,2013,UDA,Independent,UDA
VOTER08304,Nakuru,Constituency 4,Ward 4,Rift Valley,37,Male,UDA,Yes,2017,UDA,Kanu,UDA
VOTER08305,Homa Bay,Constituency 10,Ward 5,Nyanza,43,Female,ODM,Yes,2022,ODM,Jubilee,Wiper
VOTER08306,Nairobi,Constituency 2,Ward 2,Nairobi,55,Male,UDA,Yes,2017,ODM,Kanu,Independent
VOTER08307,Kwale,Constituency 6,Ward 1,Coast,28,Female,ODM,Yes,2022,UDA,ODM,Jubilee
VOTER08308,Vihiga,Constituency 9,Ward 3,Western,90,Male,ODM,Yes,2013,ODM,ODM,ODM
VOTER08309,Uasin Gishu,Constituency 2,Ward 5,Rift Valley,50,Female,UDA,Yes,2013,UDA,UDA,Wiper
VOTER08310,Nyamira,Constituency 4,Ward 5,Nyanza,66,Male,ODM,No,2022,ODM,Independent,Kanu
VOTER08311,Nyandarua,Constituency 2,Ward 1,Central,76,Female,UDA,Yes,2013,UDA,Kanu,Jubilee
VOTER08312,Bungoma,Constituency 8,Ward 1,Western,39,Male,Ford Kenya,Yes,2022,ODM,Jubilee,ODM
VOTER08313,Murang'a,Constituency 2,Ward 2,Central,21,Female,UDA,Yes,2017,UDA,Independent,Wiper
VOTER08314,Garissa,Constituency 10,Ward 3,North Eastern,84,Female,UDA,Yes,2022,ODM,Jubilee,Independent
VOTER08315,Kitui,Constituency 2,Ward 2,Eastern,67,Female,Wiper,Yes,2013,Wiper,ODM,ODM
VOTER08316,Homa Bay,Constituency 4,Ward 1,Nyanza,79,Female,ODM,No,2017,ODM,Wiper,Independent
VOTER08317,Nairobi,Constituency 4,Ward 3,Nairobi,51,Female,UDA,Yes,2022,UDA,Independent,Jubilee
VOTER08318,Mandera,Constituency 6,Ward 5,North Eastern,81,Male,UDA,Yes,2017,UDA,UDA,Kanu
VOTER08319,Isiolo,Constituency 9,Ward 3,Eastern,21,Female,Wiper,No,2017,Wiper,Wiper,Independent
VOTER08320,Homa Bay,Constituency 4,Ward 5,Nyanza,88,Female,ODM,No,2013,ODM,UDA,Independent
VOTER08321,Kericho,Constituency 10,Ward 3,Rift Valley,86,Male,UDA,Yes,2022,UDA,Jubilee,Wiper
VOTER08322,Machakos,Constituency 4,Ward 3,Eastern,72,Male,UDA,Yes,2013,Wiper,Jubilee,Jubilee
VOTER08323,Mandera,Constituency 2,Ward 4,North Eastern,54,Female,UDA,Yes,2013,UDA,Jubilee,Independent
VOTER08324,Meru,Constituency 5,Ward 4,Eastern,25,Male,Wiper,No,2013,Wiper,Independent,UDA
VOTER08325,Kirinyaga,Constituency 3,Ward 3,Central,51,Female,UDA,Yes,2013,UDA,Jubilee,Independent
VOTER08326,Kericho,Constituency 8,Ward 3,Rift Valley,77,Female,UDA,No,2022,UDA,Kanu,Jubilee
VOTER08327,Lamu,Constituency 7,Ward 1,Coast,51,Male,UDA,Yes,2022,UDA,UDA,UDA
VOTER08328,Bomet,Constituency 9,Ward 3,Rift Valley,22,Female,UDA,No,2013,UDA,Wiper,Kanu
VOTER08329,Makueni,Constituency 5,Ward 3,Eastern,20,Female,Wiper,No,2022,UDA,Kanu,ODM
VOTER08330,Nairobi,Constituency 10,Ward 2,Nairobi,36,Male,ODM,Yes,2022,UDA,UDA,Independent
VOTER08331,Kericho,Constituency 10,Ward 2,Rift Valley,41,Male,UDA,No,2022,UDA,Independent,Kanu
VOTER08332,Nyandarua,Constituency 9,Ward 3,Central,62,Male,UDA,Yes,2013,UDA,Independent,Wiper
VOTER08333,Garissa,Constituency 6,Ward 3,North Eastern,24,Male,UDA,Yes,2017,ODM,Independent,Kanu
VOTER08334,Makueni,Constituency 5,Ward 4,Eastern,72,Female,Wiper,Yes,2022,Wiper,ODM,Jubilee
VOTER08335,Wajir,Constituency 8,Ward 3,North Eastern,55,Female,UDA,Yes,2013,UDA,Kanu,Jubilee
VOTER08336,Busia,Constituency 6,Ward 3,Western,60,Female,ODM,No,2013,ODM,UDA,Jubilee
